Название,Тип,Родитель ID,Стеллаж,Полка,Номер документа,Дата подписания,Расположение,Категория
ООО Синди М. Расходомер ультразвуковой с накладными излучателями Акрон-01.,Папка,a657488a-e28c-4ce0-99df-ceb8168daac5,,,,,Коробка 'Коробка 2А7' / Полка 7 / Стеллаж А / Папка 'ООО Синди М. Расходомер ультразвуковой с накладными излучателями Акрон-01.',
ООО Евростройтех Внеплощадочные инженерные сети к жилым домам №8-12 п. Котельники. Трасса самотечной хозяйственно-бытовой канализации. Том П.,Документ,a657488a-e28c-4ce0-99df-ceb8168daac5,,,4514-102/03,,Коробка 'Коробка 2А7' / Полка 7 / Стеллаж А,
"ООО Синди М. Наружная сеть хозяйственно-бытовой канализации, расположенной по адресу: МО, г. Котельники, ул. кузьминская, д.7 и д.9",Документ,a657488a-e28c-4ce0-99df-ceb8168daac5,,,189-06/2013,,Коробка 'Коробка 2А7' / Полка 7 / Стеллаж А,
"Гидрометеорологические изыскания. Участок под жилую застройку 1,2,3 очереди строительства мкр. Опытное поле в северо-западной части г. Котельники",Документ,a657488a-e28c-4ce0-99df-ceb8168daac5,,,,,Коробка 'Коробка 2А7' / Полка 7 / Стеллаж А,
Руководство по эксплуатации шкафа управления насосами ШУН-3-45МП,Документ,a657488a-e28c-4ce0-99df-ceb8168daac5,,,,,Коробка 'Коробка 2А7' / Полка 7 / Стеллаж А,
"Акт проверки посадки канализационной насосной станции в г. Котельники, мкр. Опытное поле. 30 декабря 2008г",Документ,a657488a-e28c-4ce0-99df-ceb8168daac5,,,,,Коробка 'Коробка 2А7' / Полка 7 / Стеллаж А,
"Комплекс топографо-геодезических изысканий по адресу: МО, г. Котельники, мкр. Опытное поле, с прилегающей территорией общей площадью 48.3 га. Технический отчет об инженерно-геодезических изысканиях 443-к",Документ,a657488a-e28c-4ce0-99df-ceb8168daac5,,,,,Коробка 'Коробка 2А7' / Полка 7 / Стеллаж А,
Коробка 1Б1,Коробка,,Б,1,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б,
Водопровод В1 интервал УП2-УП5 №1,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод В1 интервал УП2-УП5 №1',
Водопровод В1 интервал: В1-8 до угла поворота УП.1 №2,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод В1 интервал: В1-8 до угла поворота УП.1 №2',
Тепловая сеть интервал: тепловая камера УТ1 №3,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: тепловая камера УТ1 №3',
Водопровод В1 интервал: В1-5-В1-6 №4,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод В1 интервал: В1-5-В1-6 №4',
Тепловая сеть интервал:  камера УТ1-камера ТКсущ. №5,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал:  камера УТ1-камера ТКсущ. №5',
Тепловая сеть интервал: камера УТ2 т. 8-УП6 №6,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: камера УТ2 т. 8-УП6 №6',
Тепловая сеть интервал: т.14-т.15-т.16-т.17-т.18-т.19 №7,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: т.14-т.15-т.16-т.17-т.18-т.19 №7',
Тепловая сеть интервал: т.19-т.20-т.21-т.22-т.23-т.24 №8,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: т.19-т.20-т.21-т.22-т.23-т.24 №8',
Тепловая сеть интервал: т.25-т.26-т.27-т.28 №9,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: т.25-т.26-т.27-т.28 №9',
Тепловая сеть интервал: т.6-т.7-т.8-т.9-т.10-т.11-т.12-т.13 №11,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: т.6-т.7-т.8-т.9-т.10-т.11-т.12-т.13 №11',
Тепловая сеть интервал: камера УТ3 №12,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: камера УТ3 №12',
"Тепловая сеть интервал: сбросные колодцы СК1, СК2, СК3, СК4, Ш.К. № 13",Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,"Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: сбросные колодцы СК1, СК2, СК3, СК4, Ш.К. № 13'",
Тепловая сеть интервал: ЗРА камера УТ3 №14,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Тепловая сеть интервал: ЗРА камера УТ3 №14',
Водопровод интервал: В1-1-ВК15/П/Г-В1-3-В1-4 №15,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: В1-1-ВК15/П/Г-В1-3-В1-4 №15',
Водопровод интервал: В1-10-УП1-УП2-УП3-ВК14-ПГ №16,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: В1-10-УП1-УП2-УП3-ВК14-ПГ №16',
"Водопровод интервал: В1-8,В1-9 №17",Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,"Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: В1-8,В1-9 №17'",
"Водопровод интервал: рабочий котлован №1,№2,№3 №18",Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,"Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: рабочий котлован №1,№2,№3 №18'",
Водопровод интервал: ЗРА/В1-5/В1-6/ПГ/В1-7 №19,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: ЗРА/В1-5/В1-6/ПГ/В1-7 №19',
Водопровод интервал: ЗРА/В1-8-В1-9 №20,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: ЗРА/В1-8-В1-9 №20',
"Водопровод интервал: ЗРА/В1-1, В1-2/ПГ, В1-3, В1-4, ВК16/ПГ № 21",Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,"Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: ЗРА/В1-1, В1-2/ПГ, В1-3, В1-4, ВК16/ПГ № 21'",
Водопровод интервал: В1-6/ПГ-В1-7 №22,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: В1-6/ПГ-В1-7 №22',
Водопровод интервал: ЗРА/В1-10-ВК14-ПГ(сущ) №23,Папка,cd4e6f02-56a4-4336-a8f3-bc43a0fb0a2e,,,,,Коробка 'Коробка 1Б1' / Полка 1 / Стеллаж Б / Папка 'Водопровод интервал: ЗРА/В1-10-ВК14-ПГ(сущ) №23',
Коробка 1Б2,Коробка,,Б,2,,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Гостиничный комплекс по адресу: МО, г. Котельники, 2-ой Покровский проезд, д.3. Узел учета тепловой энергии.",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"ОБщественно-деловой центр по адресу: МО, г. Котельники, Новорязанское шоссе, 19 км, участок 1. Узел учета тепловой энергии для нужд МУЖКП Котельники",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,СП-07-2019/1-УУТЭ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"ОБщественно-деловой центр по адресу: МО, г. Котельники, Новорязанское шоссе, 19 км, участок 1. Узел учета тепловой энергии для нужд МУЖКП Котельники.",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,СП-07-2019/1-УУТЭ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Исполнительный чертеж реконструкции теплосети по адресу: г. котельники, мкр. Котельники, д.37-ЦТП. ООО Стелс",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
Строительство проезда №4638 города котельники МО. Раздел 3 Технологические и конструктивные решения линейного объекта. Искусственные сооружения. Подраздел 5 Наружыне сети водоснабжения. Том 3.5,Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,207/10-11-14-ТКР5,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
Строительство проезда №4638 города котельники МО. Раздел 9 Смета на строительство. Том 9,Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,207/10-11-14-СМ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Общественно-деловой центр по адресу: МО, г. Котельники, Новорязанское шоссе, 19 км, участок 1. Узел учета тепловой энергии для нужд МУЖКП Котельники.",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,СП-07-2019/1-УУТЭ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Общественно-деловой центр по адресу: МО, г. Котельники, Дзержинское шоссе, 1а",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,СП-07-2019/1-УУТЭ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Проектная документация. Капитальный ремонт многоквартирного жилого дома (установка коллективного (общедомового) узла тепловой энергии и теплоносителя в системах горячего водоснабжения, холодного водоснабжения) по адресу: г. Котельники, мкр. Ковровый, д. 31.",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Капитальный ремонт многоквартирного жилого дома (ремонт системы горячего водоснабжения с установкой коллективных (общедомовых) приборов учета потребления ресурсов) по адресу: МО, г. Котельники, мкр. Ковровый, д. 17. Раздел 5. Сведения об инженерном оборудовании, о сетях инженерно-технического обеспечения, перечень инженерно-технических мероприятий, содержание технологических решений. Подраздел 5.2.1. Узел учета горячего водоснабжения.",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,71/ПР-2024. ИОС 5.2.1,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Капитальный ремонт многоквартирного жилого дома (ремонт системы горячего водоснабжения с установкой коллективных (общедомовых) приборов учета потребления ресурсов) по адресу: МО, г. Котельники, мкр. Ковровый, д. 17. Раздел 5. Сведения об инженерном оборудовании, о сетях инженерно-технического обеспечения, перечень инженерно-технических мероприятий, содержание технологических решений. Подраздел 5.2.1. Узел учета горячего водоснабжения. .",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,71/ПР-2024. ИОС 5.2.1,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Объект ООО ЭК Солид по адресу: МО, г. Котельники, мкр. Ковровый, Дзержинское шоссе 2А. Рабочий проект. Узел коммерческого учета сточных вод на канализационном коллекторе ООО ЭК Солид на границе балансовой принадлежности с МУЖКП Котельники",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,04-11-18УСВ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"ООО МАРИАМ адрес: МО, г. Котельники, 2-й Покровский проезд д.1 стр.1. Прошение о заключении договора. №4",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Внешние (наружные, внеплощадочные) и внутриплощадочные сети и иные сооружения, необходимые для содержания, обслуживания и эксплуатации 2 17-ти этажных многоквартирных жилых домов и 6-ти этажной автостоянки на 600 машиномест, строящихся Заказчиком на земельном участке с кадастровым номером 50:22:0050101:27. Том 1 проект центрального теплового пункта. Книга 2 Узлы коммечерского учета тепловой энергии.",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,1109-2015/С/КТЛ-3/15/7-УУ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Гостиничный комплекс по адресу: МО, г. Котельники, 2-ой Покровский проезд, д.3. Узел учета тепловой энергии..",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Гостиничный комплекс и Офисно-административное здание по адресу: МО, г. котельники, уч. 3; МО, г. Котельники, 2-й Покровский проезд, д.3. Раздел 5 Тепловые сети",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,02-17-2 НС ТС,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Общественно-деловой центр по адресу: МО, г. Котельники, Дзержинское шоссе, 1а. Узел учета тепловой энергии для нужд МУЖКП Котельники. Замечания УУТЭ Ду500",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,СП-07-2019/1-УУТЭ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
"Общественно-деловой центр по адресу: МО, г. Котельники, Дзержинское шоссе, 1а. Узел учета тепловой энергии для нужд МУЖКП Котельники. Замечания Ду200",Документ,0f266b02-2b08-460c-b211-b8655b962af8,,,СП-07-2019/1-УУТЭ,,Коробка 'Коробка 1Б2' / Полка 2 / Стеллаж Б,
Коробка 2Б2,Коробка,,Б,2,,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Проект узла учета потребления количества тепловой энергии ООО ЭК Акварель. МО, г. Котельники, мкр. Белая Дача, д. 24",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-610/21,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
ООО Тепловизор Строй-Проект. Проект узла учета тепловой энергии на системы отопления и горячего водоснабжения с установкой теплосчетчиков ВИС.ТЗ,Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,21.037-.00,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Рабочий проект узла учета холодной воды. Объект: торговый комплекс Аутлет Вилладж Белая Дача. адрес: МО, г. Котельники, территория Новорязанское шоссе д. 8",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г, котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Наружные тепловые сети. Переподключение к тепловым сетям ЦТП-3.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,5740-3/4-20-ТС4,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Жилая застройка с комплексом социальных объектов, расположенная по адресу: МО, г, котельники, мкр. Белая Дача, между ул. кузьминской, Центральной аллеей, 1-м Покровским проездом и Кузьминским лесопарком. Наружные тепловые сети. Перекладка тепловой сети от камеры 1308/1А до камеры ТП-1",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,5740-3/4-20-ТС3,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ГП-МО. Установка прибора учета тепла на ЦТП-5 по адресу: МО, г. Котельники, мкр. Белая Дача, стр. 15А. Узел учета тепловой энергии.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,5756-ЦТП5-УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
АО Корпорация Альянс. Проект узла учета тепловой энергии на системы отопления и горячего водоснабжения с установкой теплосчетчиков ВИС/ТЗ. Рабочий проект. 21.037-Т.00,Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Проект узла учета тепловой энергии и теплоносителя на отопление. ООО Диана-4. Капитальные строения расположенные по адресу: МО, г. Котельники, мкр. Силикат, стр. 3, 3А, 41, 41Б.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,0101/19-УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Проект узла учета потребления количества тепловой энергии. ООО ЭК Акварель. МО, г. Котельники, 2-й Покровский проезд, д.4 к.2.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-617/22,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЛидерСтройгрупп. Складской комплекс по адресу: МО, г. Котельники, ш. Дзержинское, рядом с д. 2. Индивидуальный тепловой пункт. Тепломеханическая часть",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,ЛТПК.632269.9389.21-ТМ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
Бестраншейная прокладка трубопровода перегретой воды 2хДу 530 ППУ в стальных футлярах 2хДу 1220х20 мм L=42 п.м. под Дзержинским шоссе в районе  ул. Новая в г. Котельники МО. Узел учета тепловой энергии Павильон. Раздел 3.3,Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,2С/2015-ТКР.УУТЭ.П,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Проект узла учета потребления количества тепловой энергии по адресу: МО, г. Котельники, ул. Новая, д. 17б с диапазонами измерений объемного расхода отопления 0,5-125,0 м(куб)/ч на трубопроводе Ду100 мм и ГВС 0,064-16,0 м(куб)/ч на трубопроводе Ду65 мм согласован.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-600/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО Техно-Терм. Рабочий проект узла учета тепловой энергии и расхода горячей воды. Объект: Многоквартирный 3-х подъездный жилой дом переменной этажности (от 15 до 23 этажей). Адрес: МО, г. Котельники, ул. Строителей, д. 1.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,0014-6-22 УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Рабочая документация узла учета тепловой энергии. Основной комплект рабочих чертежей. Объект: временный узел учета тепловой энергии для проведения строительно-монтажных и отделочных работ для многоэтажного жилого дома - корпус 1, корпус 2. Адрес узла учета: МО, г. Котельники, ул. Сосновая, д. 2.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,№004.2022-УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. Адрес: Мо, г. Котельники, мкр. Белая Дача, д. 18.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-620/22,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. Адрес: Мо, г. Котельники, мкр. Белая Дача, д. 19.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-599/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. Адрес: Мо, г. Котельники, мкр. Белая Дача, д. 21.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-604/21,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЛидерСтройгрупп. Складской комплекс по адресу: МО, г. Котельники, ш. Дзержинское, рядом с д. 2. Индивидуальный тепловой пункт. Автоматизация и контроль.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,ЛТПК.632269.9389.21-АТМ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"МОУ Котельниковская средняя общеобразовательная школа №1. Проект отопления школы №1 г. Котельники, мкр. Силикат. Книга 1.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,4754-132/06,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Проект на установку узла учета тепловой энергии и теплоносителя в системах отопления и ГВС административного здания, расположенного по адресу: МО, г. Котельники, Новорязанское шоссе, д.4. Раздел 5 Сведения об инженерном оборудовании, о сетях инженерно-технического обеспечения, перечень инженерно-технических мероприятий, содержание технологических решений.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,ИД.05-2021,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО Вектор НВ. Рабочая документация узла учета тепловой энергии. Основной комплект рабочих чертежей. Объект: Узел учета тепловой энергии на отопление автостоянки для жилого дома №12. Адрес узла учета: Мо, г. Котельники, мкр. Южный.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,№004.2020-УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО Вектор НВ. Рабочая документация узла учета тепловой энергии. Основной комплект рабочих чертежей. Объект: Узел учета тепловой энергии на отопление автостоянки для жилого дома №12. Адрес узла учета: Мо, г. Котельники, мкр. Южный..",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,№004.2020-УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО Вектор НВ. Рабочая документация узла учета тепловой энергии. Основной комплект рабочих чертежей. Объект: Узел учета тепловой энергии на отопление автостоянки для жилого дома №9. Адрес узла учета: Мо, г. Котельники, мкр. Южный.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,№003.2018-УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО Вектор НВ. Рабочая документация узла учета тепловой энергии. Основной комплект рабочих чертежей. Объект: Узел учета тепловой энергии на отопление автостоянки для жилого дома №9. Адрес узла учета: Мо, г. Котельники, мкр. Южный..",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,№003.2018-УУТЭ,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, ул. Новая, д. 17б",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-600/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, ул. Новая, д. 17б.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-600/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, ул. Новая, д. 17б..",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-600/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
Свидетельство о поверке. Дата поверки 26.11.2018. Средство измерений: Комплект термопреобразователей сопротивления.,Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,№14Н0940374-5518,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, 2-й Покровский проезд, д. 2.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-587/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, ул. Новая, д. 17",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-586/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, мкр. Белая дача, д.22",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-601/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, 2-й Покровский проезд, д. 12",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-608/21,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
ООО РАНЕТ ЭНЕРГО. Объект: Выпуски хозбытовых сточных вод из КНС-1 ТК Аутлет Белая Дача в коллектор ОАО Белая Дача и далее в горколлектор. Раздел: Узел учета объемного расхода сточных вод. Установка расходомера ультразвукового с накладными излучателями АКРОН-02-2,Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,Р14-11/20,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Прошение о согласовании проекта узла тепловой энергии жилого дома по адресу: МО, г. Котельники, ул. Новая, д. 17б. №25 от 13.01.2021",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"Рабочий проект узла учета тепловой энергии системы отопления и расхода горячей воды. Объект здание административного назначения. адрес: г. Котельники, мкр. Ковровый, д. 11",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ТеплоСтройМонтаж. Адрес объекта: МО, г. Котельники, мкр. Силикат, д. 12А. нежилое здание. Заказчик ТСЖ Солнечный берег. Рабочая документация. Узел учета тепловой энергии. Основной комплект рабочих чертежей.",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,127 от 01.03.2013,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии. МО, г. Котельники, ул. Новая, д. 17...",Документ,f952def3-32a6-4dcf-b6ce-f214cc5b601a,,,У-616/22,,Коробка 'Коробка 2Б2' / Полка 2 / Стеллаж Б,
Коробка 3Б2,Коробка,,Б,,,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"ООО ЭК Акварель. Проект узла учета потребления количества тепловой энергии и гвс. адрес: МО, г. Котельники, 2-й Покровский пр-д, д.4 к.1",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,У-637/23,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Рабочий проект узла учета тепловой энергии. объект нежилое помещение ООО Экострой. адрес: МО, г.о. Котельники, мкр. Белая дача, д.2/5",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,,Коробка 'Коробка 3Б2' / Стеллаж Б,
"Рабочий проект узла учета тепловой энергии. объект нежилое помещение ООО Экострой. адрес: МО, г.о. Котельники, мкр. Белая дача, д.2/5.",Документ,793dc6d4-e1c3-4ed8-8cc4-6e13b25922a0,,,,,Коробка 'Коробка 3Б2' / Стеллаж Б,
